order_id,customer_id,order_date,total_amount
171,925,2022-12-31,361.45
172,542,2022-02-21,175.96
173,568,2023-07-21,409.24
174,377,2024-02-04,216.51
175,924,2023-03-07,203.92
176,124,2024-10-26,42.21
177,787,2023-08-19,313.4
178,248,2023-04-04,109.83
179,6,2024-08-23,55.11
180,192,2022-07-01,465.46
181,496,2022-09-23,37.25
182,406,2022-04-15,250.6
183,736,2023-04-11,250.49
184,402,2023-07-01,134.2
185,111,2024-09-01,329.31
186,49,2022-03-19,299.59
187,592,2022-12-09,105.91
188,226,2022-08-11,206.51
189,988,2024-05-11,436.06
190,930,2024-09-09,248.29
191,145,2022-04-17,440.67
192,752,2022-05-03,347.3
193,260,2022-11-14,454.4
194,293,2022-08-23,258.48
195,213,2023-11-26,427.32
196,482,2022-09-18,182.37
197,682,2024-01-30,292.12
198,902,2025-01-29,482.07
199,549,2023-07-04,226.24
200,432,2023-10-07,213.52
201,365,2022-08-28,165.16
202,140,2022-11-14,154.12
203,28,2024-01-05,497.62
204,574,2024-03-14,205.17
205,164,2022-05-08,267.24
206,401,2023-03-26,389.22
207,471,2022-06-05,104.36
208,996,2025-01-19,87.39
209,139,2022-05-21,297.78
210,946,2022-02-15,239.72
211,888,2023-02-13,380.62
212,486,2022-04-03,192.27
213,786,2022-08-18,86.66
214,78,2024-11-23,49.65
215,240,2025-01-21,48.42
216,522,2022-11-19,294.17
217,713,2024-07-02,362.2
218,784,2024-12-17,367.41
219,577,2023-03-21,333.6
220,88,2022-06-21,472.62
221,83,2022-03-27,222.22
222,581,2024-04-03,110.79
223,647,2023-01-22,209.95
224,742,2024-11-17,288.7
225,37,2023-04-14,333.48
226,184,2024-11-03,183.03
227,972,2024-02-24,466.93
228,704,2022-02-20,222.95
229,839,2024-08-24,104.88
230,542,2023-12-31,310.6
231,930,2024-01-17,237.48
232,647,2023-09-15,303.16
233,195,2024-08-28,140.4
234,641,2022-08-29,336.79
235,511,2022-04-09,141.12
236,107,2025-01-23,390.64
237,536,2024-08-05,182.25
238,835,2024-04-04,353.66
239,545,2025-01-09,404.47
240,520,2022-11-03,412.88
241,20,2024-03-31,429.15
242,153,2024-01-15,104.91
243,901,2024-03-31,54.09
244,915,2024-01-27,439.86
245,385,2024-06-13,302.05
246,341,2022-08-03,438.9
247,835,2024-04-26,376.59
248,860,2023-08-01,489.52
249,244,2023-11-22,492.69
250,876,2024-07-18,378.5
251,846,2022-03-28,369.46
252,115,2024-12-23,389.05
253,144,2022-11-11,225.7
254,517,2022-03-31,483.44
255,635,2022-04-03,181.02
256,449,2023-12-23,407.01
257,715,2024-08-03,106.67
258,431,2024-08-21,259.98
259,478,2023-03-05,175.35
260,650,2023-09-08,118.39
261,374,2023-02-26,48.47
262,541,2023-10-05,463.0
263,217,2022-06-09,465.21
264,880,2022-08-05,325.07
265,368,2023-07-10,271.56
266,692,2023-01-08,190.22
267,520,2023-07-11,337.24
268,536,2023-11-28,283.47
269,723,2022-10-26,21.93
270,604,2022-03-21,270.85
271,796,2024-05-22,439.54
272,212,2023-02-23,454.11
273,917,2024-12-28,491.48
274,898,2023-07-22,472.36
275,650,2024-06-14,416.99
276,406,2022-08-07,309.03
277,613,2023-08-07,181.26
278,178,2023-12-01,72.11
279,244,2022-07-27,493.01
280,788,2024-02-28,338.7
281,326,2022-07-05,302.69
282,327,2022-10-17,203.19
283,431,2022-05-09,241.01
284,663,2023-03-26,278.5
285,437,2025-01-05,224.46
286,852,2024-12-06,399.23
287,994,2024-05-03,471.09
288,45,2024-07-20,300.0
289,152,2022-05-25,119.52
290,456,2024-03-16,467.13
291,152,2023-08-28,206.16
292,53,2022-08-24,60.95
293,52,2023-04-02,176.65
294,188,2023-08-04,78.72
295,171,2024-02-07,433.67
296,211,2023-12-07,250.9
297,894,2025-01-02,449.54
298,973,2022-10-02,441.81
299,496,2022-10-18,212.74
300,101,2023-12-02,72.47
301,110,2024-09-26,322.64
302,965,2022-06-09,393.05
303,502,2022-07-21,362.71
304,244,2022-07-28,111.61
305,688,2022-08-12,420.26
306,605,2023-06-22,424.99
307,459,2023-06-06,245.77
308,137,2024-05-26,54.25
309,844,2022-12-02,449.15
310,568,2024-06-17,192.89
311,206,2022-03-31,209.55
312,97,2023-09-30,359.76
313,925,2024-02-19,376.33
314,103,2024-05-29,31.02
315,488,2022-12-10,427.16
316,705,2025-01-30,328.66
317,993,2023-02-12,279.01
318,431,2023-08-25,152.9
319,439,2022-09-09,148.56
320,905,2025-01-17,45.8
321,698,2023-01-13,463.5
322,304,2023-05-09,276.0
323,431,2024-12-14,240.08
324,331,2023-12-27,433.23
325,740,2022-06-23,223.67
326,571,2024-02-01,337.14
327,297,2022-07-01,162.55
328,806,2023-10-30,188.99
329,326,2024-08-26,69.78
330,435,2023-10-03,165.25
331,652,2024-06-10,84.2
332,124,2022-07-14,315.53
333,763,2022-03-29,25.94
334,506,2023-01-31,401.56
335,549,2023-12-28,152.47
336,322,2022-08-01,193.66
337,226,2022-04-13,317.09
338,505,2022-09-15,360.21
339,434,2025-02-06,191.0
340,601,2024-10-23,72.84
341,725,2024-05-17,439.18
342,647,2022-07-18,337.6
343,585,2024-09-08,498.17
344,447,2023-11-01,260.75
345,285,2024-03-07,418.26
346,705,2023-11-30,196.4
347,667,2025-01-21,90.76
348,166,2022-12-23,256.34
349,612,2022-04-16,219.82
350,150,2022-08-07,81.73
351,409,2022-11-14,111.14
352,495,2022-12-06,304.98
353,725,2022-12-22,405.06
354,34,2025-01-16,193.82
355,209,2023-01-15,262.77
356,234,2022-02-26,244.81
357,454,2023-09-09,28.46
358,128,2024-05-03,229.66
359,805,2023-08-30,134.72
360,125,2023-09-12,187.15
361,724,2022-05-16,121.58
362,255,2024-03-09,423.59
363,651,2022-08-03,489.53
364,130,2023-06-14,392.38
365,662,2023-04-13,139.24
366,413,2022-06-30,124.6
367,461,2022-12-01,109.49
368,131,2023-01-11,461.02
369,803,2024-04-21,244.73
370,189,2022-08-03,219.87
371,727,2024-10-15,57.73
372,542,2023-02-28,486.67
373,251,2024-12-29,205.5
374,552,2025-01-05,61.43
375,865,2024-11-26,212.84
376,275,2025-02-06,327.82
377,257,2024-11-28,296.43
378,37,2022-08-18,309.22
379,581,2023-04-18,73.34
380,644,2022-06-19,235.47
381,852,2022-07-13,402.17
382,621,2023-06-28,294.92
383,986,2024-08-10,325.02
384,461,2024-08-16,180.01
385,610,2024-11-04,177.96
386,292,2022-05-18,158.29
387,498,2022-12-28,89.84
388,763,2024-09-15,460.83
389,193,2024-11-17,72.69
390,38,2022-02-26,421.93
391,369,2024-09-14,271.27
392,459,2024-08-08,403.16
393,536,2024-02-17,297.93
394,436,2024-04-22,59.71
395,694,2022-06-13,393.79
396,992,2023-02-20,103.24
397,24,2024-11-30,391.85
398,433,2022-09-26,142.04
399,307,2024-03-22,392.1
400,798,2024-04-04,409.18
401,114,2024-01-07,103.97
402,797,2024-09-09,429.61
403,243,2022-12-07,343.79
404,597,2023-11-03,374.39
405,877,2024-11-17,150.09
406,35,2025-02-11,358.89
407,200,2023-01-03,124.56
408,931,2024-08-11,164.99
409,859,2024-03-21,349.67
410,335,2023-10-21,26.09
411,12,2024-01-30,200.22
412,521,2024-02-19,441.47
413,171,2024-04-16,363.49
414,404,2023-01-03,383.09
415,705,2024-01-21,226.96
416,884,2024-04-09,84.77
417,794,2022-09-18,114.38
418,348,2023-10-07,458.37
419,702,2022-06-13,171.41
420,580,2024-01-16,272.61
421,292,2024-12-20,218.92
422,114,2024-02-16,103.18
423,466,2024-02-16,177.42
424,743,2024-11-04,345.45
425,299,2022-11-19,91.71
426,1000,2023-05-15,395.95
427,272,2023-09-15,362.22
428,713,2023-05-13,294.73
429,524,2023-09-16,310.38
430,78,2024-04-18,189.12
431,708,2022-10-29,74.06
432,428,2022-09-13,243.48
433,648,2023-05-20,380.15
434,122,2023-04-14,319.8
435,904,2024-04-21,296.57
436,539,2023-04-29,304.49
437,878,2024-01-19,234.52
438,172,2023-02-12,107.79
439,711,2024-10-14,194.42
440,641,2022-07-14,367.58
441,46,2024-08-16,461.69
442,231,2024-11-10,352.83
443,774,2024-06-20,384.66
444,595,2025-01-28,103.03
445,355,2022-03-10,348.59
446,662,2023-02-19,271.99
447,314,2023-02-14,372.39
448,686,2024-06-24,398.25
449,740,2024-04-10,319.48
450,512,2024-11-27,454.42
451,391,2023-03-31,90.35
452,220,2023-08-04,48.86
453,554,2022-09-03,179.58
454,795,2022-09-28,463.72
455,175,2023-08-05,39.98
456,202,2024-10-21,53.8
457,776,2024-05-05,359.85
458,459,2023-07-01,209.8
459,484,2022-09-16,390.52
460,291,2023-09-13,190.63
461,801,2023-12-20,37.83
462,26,2023-12-11,334.32
463,506,2025-02-04,317.98
464,926,2023-09-09,464.34
465,379,2024-03-21,342.95
466,850,2022-12-24,130.49
467,985,2022-09-21,378.51
468,143,2023-01-24,372.19
469,728,2023-09-11,237.69
470,205,2023-11-02,210.96
471,958,2024-02-17,235.65
472,40,2023-02-09,43.61
473,106,2022-04-22,116.18
474,55,2024-07-27,403.09
475,212,2023-09-16,207.06
476,540,2022-10-02,184.61
477,928,2024-11-11,106.07
478,831,2022-11-25,133.9
479,809,2022-08-10,98.12
480,331,2024-06-26,30.3
481,556,2022-10-22,272.81
482,937,2023-03-04,382.04
483,890,2024-02-04,98.16
484,880,2024-03-03,444.72
485,109,2024-03-30,254.65
486,222,2022-12-28,51.99
487,32,2022-03-03,157.11
488,789,2022-12-17,210.74
489,643,2023-01-01,371.88
490,805,2024-11-11,63.95
491,119,2023-03-26,382.19
492,178,2023-03-17,403.51
493,443,2024-09-14,470.98
494,967,2023-12-24,247.45
495,106,2023-03-31,352.98
496,989,2022-11-24,260.91
497,985,2024-08-15,254.16
498,957,2024-04-22,363.41
499,174,2023-01-18,71.68
500,723,2023-05-29,430.15
501,1,2023-09-20,430.78
502,812,2023-07-07,190.74
503,733,2024-01-30,118.1
504,202,2024-02-20,429.03
505,872,2023-03-31,109.87
506,165,2022-07-28,170.32
507,666,2024-11-03,241.7
508,365,2022-03-31,133.61
509,514,2024-12-26,28.33
510,456,2022-03-13,456.92
511,275,2022-04-19,353.23
512,715,2022-09-27,118.55
513,704,2023-08-29,78.74
514,96,2024-12-16,61.25
515,244,2022-10-29,57.09
516,789,2024-03-06,139.72
517,980,2022-06-25,232.08
518,867,2022-12-30,123.86
519,719,2023-03-24,387.44
520,577,2024-07-19,168.11
521,652,2022-04-01,394.45
522,343,2024-05-05,42.01
523,962,2024-02-22,168.47
524,474,2023-06-22,496.11
525,867,2022-11-22,477.39
526,141,2023-08-11,421.8
527,340,2024-06-02,469.06
528,123,2022-06-19,310.57
529,684,2022-09-28,359.57
530,859,2022-11-14,280.23
531,444,2023-10-26,108.44
532,392,2022-08-04,168.2
533,445,2024-02-26,495.75
534,895,2022-04-24,412.84
535,363,2024-11-17,403.77
536,697,2024-01-03,88.24
537,82,2024-11-22,361.45
538,459,2022-08-22,435.92
539,139,2024-03-04,357.8
540,958,2024-05-23,436.24
541,602,2023-05-26,118.78
542,319,2023-01-31,150.16
543,834,2023-09-25,431.18
544,531,2023-01-06,97.4
545,807,2023-08-29,444.86
546,96,2022-12-12,262.25
547,601,2025-01-23,435.3
548,165,2022-09-26,322.75
549,129,2024-05-02,410.39
550,232,2022-04-05,386.94
551,499,2023-07-14,50.82
552,776,2022-05-15,215.7
553,572,2022-07-05,129.43
554,115,2022-04-28,184.48
555,365,2022-10-23,302.88
556,852,2023-02-11,121.35
557,771,2025-02-05,332.0
558,239,2023-12-08,308.61
559,268,2023-09-15,277.16
560,570,2024-11-06,407.16
561,843,2022-11-16,280.09
562,21,2023-04-29,343.88
563,299,2022-10-05,395.28
564,356,2025-02-03,323.02
565,200,2022-08-22,448.21
566,500,2024-02-13,195.51
567,826,2024-08-22,423.94
568,593,2024-09-03,73.69
569,600,2022-12-11,170.78
570,394,2023-03-06,371.91
571,392,2022-08-03,353.32
572,98,2024-11-16,313.52
573,760,2023-10-17,103.64
574,265,2022-11-20,186.21
575,652,2023-02-15,249.22
576,616,2023-04-17,212.32
577,545,2023-03-26,288.17
578,392,2022-10-10,473.21
579,56,2024-08-06,225.63
580,452,2022-08-29,356.1
581,933,2024-11-04,241.95
582,178,2024-07-25,153.4
583,634,2022-06-01,226.84
584,773,2022-09-06,269.6
585,420,2024-10-05,406.45
586,116,2022-03-16,59.58
587,222,2022-03-28,299.87
588,822,2022-04-13,350.61
589,279,2024-06-24,129.19
590,314,2024-11-08,331.23
591,531,2024-10-28,336.25
592,873,2024-03-23,363.84
593,37,2023-03-20,383.11
594,977,2023-03-26,99.46
595,95,2024-08-03,258.28
596,789,2024-09-14,113.85
597,3,2023-07-27,194.85
598,930,2024-03-08,141.61
599,285,2023-11-04,135.81
600,974,2023-12-28,138.53
601,687,2024-01-02,194.32
602,809,2022-11-26,190.02
603,433,2024-11-11,178.52
604,761,2023-02-11,157.08
605,694,2022-11-21,313.73
606,248,2022-03-07,177.67
607,468,2023-09-29,20.66
608,686,2023-02-02,152.1
609,293,2024-01-27,82.97
610,896,2023-01-10,29.7
611,923,2023-04-05,136.02
612,933,2024-08-03,240.14
613,450,2024-09-02,442.64
614,483,2024-04-06,272.66
615,528,2023-09-02,240.71
616,586,2024-05-31,421.82
617,927,2025-01-10,472.09
618,881,2024-02-15,396.93
619,880,2022-11-27,62.66
620,535,2022-08-29,469.23
621,24,2023-01-24,376.36
622,297,2022-06-14,392.49
623,444,2022-08-21,231.93
624,853,2024-01-26,415.78
625,942,2022-06-14,474.3
626,637,2024-08-19,89.89
627,658,2023-05-07,445.74
628,395,2023-08-20,177.9
629,370,2024-03-15,247.67
630,216,2023-10-25,493.34
631,50,2023-09-07,146.54
632,169,2022-12-02,248.88
633,721,2023-08-07,339.27
634,347,2024-05-07,467.26
635,493,2024-07-21,212.11
636,702,2024-03-21,468.98
637,429,2022-06-09,479.2
638,67,2022-04-08,347.74
639,105,2023-01-05,266.83
640,862,2022-10-29,390.94
641,269,2022-07-09,352.53
642,184,2022-10-22,389.61
643,975,2022-10-30,236.47
644,506,2024-01-11,208.33
645,807,2022-06-12,21.57
646,775,2023-04-11,20.58
647,787,2024-04-19,324.34
648,253,2023-01-16,340.87
649,907,2022-02-27,392.54
650,168,2024-01-02,219.35
651,844,2024-05-12,441.85
652,520,2022-06-05,328.67
653,444,2024-01-21,157.75
654,602,2023-11-02,206.37
655,892,2023-07-16,61.25
656,158,2022-05-20,342.77
657,286,2024-11-29,295.59
658,62,2022-08-29,388.86
659,779,2023-11-14,140.53
660,244,2024-10-17,37.73
661,958,2022-08-30,401.31
662,592,2022-11-11,286.94
663,91,2023-11-25,163.61
664,404,2023-08-25,346.75
665,210,2024-04-22,31.56
666,710,2024-04-01,442.78
667,486,2023-11-20,230.91
668,130,2023-11-10,86.16
669,469,2022-10-09,117.6
670,790,2022-03-04,218.94
671,953,2024-06-17,190.52
672,785,2023-11-28,211.16
673,883,2022-06-10,90.75
674,154,2023-07-01,333.55
675,394,2023-11-18,84.0
676,965,2022-03-03,451.38
677,671,2022-03-12,159.39
678,296,2024-04-03,214.4
679,262,2022-12-27,231.36
680,826,2023-09-30,29.28
681,707,2022-09-11,453.73
682,441,2023-01-31,162.16
683,574,2023-10-03,440.04
684,471,2023-04-01,385.73
685,688,2022-06-16,436.12
686,212,2022-06-29,435.7
687,117,2024-09-10,33.4
688,265,2024-12-14,467.61
689,429,2023-06-19,169.49
690,959,2023-03-09,361.26
691,262,2022-09-10,67.69
692,101,2024-06-17,238.69
693,582,2023-06-10,307.81
694,559,2022-05-04,327.6
695,930,2024-07-02,436.37
696,964,2023-07-23,319.88
697,767,2023-02-27,125.32
698,789,2024-01-24,158.07
699,656,2024-02-28,200.53
700,933,2025-02-04,45.55
701,995,2022-09-25,45.32
702,532,2022-09-10,21.2
703,118,2024-08-24,202.69
704,960,2023-11-02,171.39
705,484,2022-07-05,151.18
706,456,2022-07-31,334.97
707,757,2023-12-31,476.14
708,635,2025-01-27,106.78
709,843,2022-06-19,424.81
710,158,2023-12-24,187.6
711,779,2024-09-24,181.6
712,10,2024-06-21,454.85
713,719,2022-08-24,484.18
714,959,2022-11-12,465.79
715,764,2024-05-15,374.67
716,696,2023-05-10,220.69
717,972,2024-07-15,368.26
718,768,2022-06-02,53.1
719,41,2022-11-03,113.06
720,943,2023-08-18,499.99
721,583,2022-08-03,396.2
722,12,2022-12-09,177.55
723,988,2024-09-23,123.84
724,786,2024-09-09,305.47
725,312,2022-08-28,274.79
726,514,2022-06-23,176.36
727,769,2023-01-26,376.21
728,770,2022-03-12,387.09
729,135,2023-09-01,488.09
730,589,2022-06-23,406.8
731,417,2023-08-31,134.75
732,924,2022-10-20,130.5
733,279,2023-12-03,498.35
734,265,2024-12-23,458.73
735,815,2024-08-22,248.39
736,643,2024-06-16,79.47
737,315,2023-05-02,156.75
738,285,2024-09-04,380.55
739,898,2022-05-04,236.24
740,466,2024-11-19,109.68
741,467,2023-01-02,322.12
742,978,2022-10-03,24.7
743,340,2022-11-08,387.12
744,462,2024-09-13,155.39
745,508,2022-05-18,431.23
746,816,2023-12-11,66.3
747,587,2024-05-27,99.07
748,823,2024-05-15,194.79
749,997,2024-01-29,362.21
750,383,2024-04-06,474.07
751,454,2022-08-13,223.8
752,19,2025-02-10,223.19
753,107,2023-04-26,62.51
754,911,2024-03-15,282.85
755,861,2025-02-10,451.26
756,340,2023-01-18,371.49
757,422,2024-07-17,397.33
758,795,2023-09-05,370.13
759,861,2024-12-25,239.1
760,111,2024-02-09,81.56
761,487,2023-07-21,425.72
762,841,2022-04-13,414.63
763,478,2023-01-26,451.87
764,833,2024-06-09,280.33
765,439,2023-07-28,119.72
766,892,2024-05-13,242.83
767,543,2024-03-18,212.89
768,5,2022-06-17,72.45
769,213,2025-01-17,23.95
770,408,2023-09-18,315.08
771,779,2022-08-06,99.94
772,400,2023-07-09,308.23
773,1000,2023-01-19,360.44
774,592,2023-08-04,102.21
775,496,2023-11-17,348.32
776,40,2024-02-16,122.14
777,888,2022-05-09,449.42
778,978,2022-09-01,193.61
779,768,2023-08-08,459.8
780,804,2024-11-16,205.12
781,175,2024-02-22,403.54
782,501,2024-11-30,207.97
783,246,2023-06-16,364.57
784,183,2022-12-19,426.99
785,395,2023-05-19,493.22
786,490,2024-04-22,199.47
787,416,2022-05-05,134.59
788,510,2022-09-27,436.82
789,815,2024-02-16,37.04
790,921,2022-09-15,167.66
791,376,2022-08-20,44.37
792,827,2023-07-31,237.89
793,524,2022-10-16,465.42
794,43,2023-06-06,214.29
795,795,2024-02-08,284.11
796,729,2024-01-04,303.73
797,327,2024-05-04,260.98
798,318,2022-10-04,61.05
799,868,2023-08-07,458.44
800,324,2024-02-10,403.73
801,824,2024-06-25,95.22
802,102,2023-09-14,371.55
803,858,2023-07-17,326.65
804,618,2025-01-26,356.96
805,802,2024-07-26,105.55
806,710,2024-08-30,181.71
807,317,2024-11-17,351.8
808,970,2024-02-15,111.33
809,612,2022-11-01,25.28
810,617,2022-08-28,59.6
811,704,2022-10-01,374.81
812,739,2023-07-03,159.62
813,88,2023-04-14,458.61
814,727,2024-07-22,107.29
815,425,2022-09-21,214.47
816,438,2022-05-14,173.99
817,398,2024-04-06,127.53
818,340,2024-02-02,354.21
819,550,2025-02-06,75.02
820,443,2022-04-01,283.03
821,360,2024-01-04,39.47
822,530,2023-11-05,440.63
823,915,2024-04-26,432.72
824,191,2023-09-24,203.51
825,93,2024-03-17,444.43
826,153,2023-12-07,495.48
827,405,2023-09-26,253.01
828,732,2024-06-25,37.07
829,125,2022-04-29,244.01
830,242,2024-10-15,213.09
831,582,2024-04-05,59.09
832,564,2024-09-01,74.4
833,36,2022-09-24,380.12
834,538,2022-06-18,89.16
835,551,2022-06-01,164.43
836,836,2022-09-26,186.35
837,699,2023-11-08,279.94
838,62,2022-04-07,469.9
839,531,2024-10-03,49.85
840,95,2022-12-15,289.2
841,89,2023-08-14,265.28
842,998,2023-01-23,347.35
843,485,2023-10-20,25.15
844,336,2024-03-03,274.85
845,602,2023-02-05,60.46
846,58,2023-09-29,347.97
847,160,2024-01-15,63.62
848,806,2023-02-12,217.33
849,386,2024-10-11,189.85
850,714,2024-02-08,420.4
851,878,2025-02-03,74.33
852,574,2022-12-18,447.02
853,943,2023-03-28,452.55
854,715,2023-02-03,282.2
855,466,2025-01-29,417.76
856,645,2024-05-18,150.87
857,737,2023-05-23,118.83
858,274,2022-12-16,408.26
859,683,2022-11-15,311.82
860,573,2022-11-03,453.6
861,962,2022-07-30,72.88
862,959,2022-08-10,388.85
863,49,2022-04-25,246.57
864,758,2025-01-23,368.52
865,201,2023-05-11,73.84
866,366,2023-10-18,125.05
867,132,2023-09-08,103.25
868,418,2022-09-24,205.33
869,734,2022-07-23,418.62
870,815,2024-05-08,47.39
871,753,2024-07-23,38.17
872,15,2022-09-13,374.69
873,180,2023-03-04,80.15
874,830,2022-11-06,77.89
875,732,2024-10-28,32.48
876,190,2022-06-10,26.67
877,280,2022-08-11,147.42
878,256,2023-05-30,87.33
879,680,2023-04-15,318.53
880,82,2024-12-02,254.55
881,259,2022-07-30,415.08
882,55,2024-12-13,262.84
883,372,2024-12-12,386.87
884,214,2023-05-30,191.82
885,663,2023-09-26,261.91
886,214,2024-11-01,331.58
887,824,2024-12-19,42.64
888,746,2024-02-27,75.48
889,350,2022-05-09,259.66
890,478,2024-08-21,160.25
891,437,2022-09-10,381.17
892,673,2024-10-02,353.27
893,245,2024-04-12,242.06
894,893,2024-05-15,302.33
895,740,2022-05-10,188.95
896,195,2022-09-17,476.15
897,900,2024-04-01,497.37
898,509,2022-02-20,267.19
899,71,2024-12-04,206.49
900,922,2024-12-28,236.58
901,475,2024-10-07,185.91
902,978,2024-10-27,294.21
903,867,2023-12-30,75.48
904,737,2022-05-29,487.71
905,543,2023-05-15,398.36
906,955,2022-12-23,267.75
907,205,2024-03-18,71.5
908,211,2022-04-13,346.77
909,200,2022-05-28,337.68
910,966,2025-01-28,226.07
911,918,2022-10-21,30.97
912,264,2024-02-28,316.62
913,122,2022-05-12,477.63
914,75,2023-10-01,347.35
915,879,2024-02-15,246.55
916,878,2024-02-02,430.37
917,176,2023-04-29,428.39
918,639,2023-01-24,419.93
919,177,2023-10-23,222.58
920,526,2022-07-01,24.74
921,119,2023-12-13,98.27
922,228,2023-12-04,383.13
923,233,2023-10-25,181.74
924,593,2023-04-04,395.76
925,111,2023-08-03,162.18
926,982,2022-12-05,219.39
927,840,2024-05-28,335.47
928,12,2022-06-11,132.19
929,868,2024-03-17,46.18
930,79,2023-02-17,185.77
