order_item_id,order_id,product_id,quantity,price_at_order
221,1602,140,10,56.54
222,378,62,5,92.88
223,2999,47,7,31.97
224,397,153,5,24.21
225,3282,31,5,75.37
226,4734,5,4,42.99
227,3699,54,5,84.29
228,3522,133,4,63.78
229,4358,38,8,28.86
230,2624,131,9,60.26
231,774,94,1,24.41
232,3993,56,1,15.19
233,2615,170,10,94.98
234,2671,46,10,75.22
235,3006,35,5,70.41
236,4631,151,7,56.99
237,1236,167,10,32.04
238,196,121,9,93.88
239,1158,67,2,62.93
240,3021,27,7,96.95
241,1378,14,6,87.93
242,466,164,4,7.03
243,3823,172,8,79.38
244,2371,5,2,94.49
245,602,37,2,38.12
246,2454,75,7,95.2
247,1981,137,2,38.57
248,3689,197,9,63.9
249,2977,158,10,70.72
250,1498,166,6,89.3
251,3997,117,4,81.79
252,4904,124,9,40.45
253,836,139,6,30.47
254,4145,96,2,78.93
255,4042,155,5,48.97
256,1216,107,9,26.98
257,3911,196,3,34.56
258,139,26,9,43.2
259,219,180,7,87.22
260,3084,129,8,86.54
261,234,56,10,11.44
262,1754,47,2,73.39
263,3555,161,8,76.47
264,4934,28,4,19.82
265,3060,7,9,15.96
266,3521,88,9,66.38
267,284,179,10,63.99
268,1589,177,2,48.54
269,3157,118,7,43.9
270,3775,17,8,10.97
271,3390,6,3,34.09
272,260,63,2,94.52
273,2043,9,1,98.27
274,407,81,8,37.78
275,2981,71,8,75.71
276,3221,173,3,31.76
277,3558,156,3,99.87
278,3335,2,9,5.63
279,802,13,6,41.46
280,657,39,5,46.85
281,4281,91,4,62.46
282,4144,193,5,76.8
283,1881,176,9,85.97
284,3648,105,2,66.07
285,490,121,3,34.35
286,2988,130,6,75.9
287,2100,55,10,36.49
288,955,30,5,58.3
289,3239,13,4,49.89
290,4686,153,10,24.28
291,2751,88,1,35.78
292,1512,84,9,37.37
293,2188,129,2,55.91
294,3343,87,5,20.34
295,2858,154,10,13.25
296,3525,75,10,45.81
297,473,87,9,49.25
298,2476,142,2,91.71
299,3641,38,6,45.85
300,3303,34,1,43.47
301,4058,129,5,63.56
302,630,195,10,30.65
303,455,55,2,88.61
304,264,67,5,29.38
305,448,85,9,37.68
306,3223,88,7,59.37
307,4475,49,2,28.29
308,598,24,5,6.66
309,3330,146,9,43.83
310,2545,25,7,63.31
311,2351,92,1,79.9
312,2509,123,3,92.64
313,1348,118,10,51.91
314,2371,65,6,19.81
315,456,16,4,61.99
316,1178,108,7,23.43
317,4576,153,2,23.95
318,3267,171,5,34.79
319,3088,163,7,30.29
320,4210,179,7,43.92
321,521,159,1,95.17
322,459,75,2,79.52
323,2389,137,1,26.67
324,247,187,8,57.76
325,4009,171,10,96.49
326,1121,59,4,22.49
327,1780,42,5,78.82
328,415,85,2,12.31
329,3818,129,10,85.06
330,3806,156,7,87.52
331,4118,73,10,29.12
332,1132,168,2,63.66
333,3990,179,7,55.16
334,3775,49,3,56.06
335,1236,66,2,21.09
336,2669,179,10,70.48
337,2260,107,5,25.62
338,3558,72,10,50.99
339,3921,144,10,16.61
340,4483,63,8,20.85
341,520,37,1,22.45
342,1096,79,4,53.4
343,4844,86,8,38.46
344,1661,96,7,54.52
345,1384,20,2,59.75
346,4985,113,8,73.18
347,2085,50,5,28.41
348,4715,182,3,19.85
349,2526,149,5,40.78
350,1939,52,4,11.49
351,3027,1,7,93.16
352,1051,61,7,51.08
353,508,19,3,35.39
354,1472,177,9,50.18
355,3176,132,10,98.96
356,2077,76,2,62.88
357,2145,38,2,73.12
358,2714,107,1,8.51
359,4276,97,4,8.98
360,484,61,9,72.69
361,3308,151,3,83.63
362,1109,159,9,68.47
363,3775,62,1,90.88
364,4876,107,1,77.57
365,4575,190,5,39.62
366,1814,154,3,50.7
367,170,42,8,96.01
368,2331,49,9,63.83
369,4534,124,3,41.23
370,2692,160,10,78.87
371,605,108,7,83.18
372,183,54,6,28.87
373,725,84,2,84.65
374,3201,118,6,44.58
375,1722,137,2,91.93
376,1118,193,9,12.93
377,1482,193,4,54.99
378,4771,84,1,93.93
379,3375,164,4,92.25
380,3236,13,8,43.55
381,954,183,2,89.64
382,2363,163,7,39.07
383,3375,78,7,93.41
384,3486,144,1,30.95
385,4195,187,2,28.65
386,827,39,3,23.5
387,4684,162,6,67.95
388,1619,67,8,29.27
389,431,73,10,7.6
390,4967,184,9,6.9
391,3534,110,9,73.31
392,1159,112,3,85.99
393,1466,116,6,37.03
394,2465,101,5,83.58
395,4984,115,3,35.31
396,1293,55,2,56.09
397,4262,69,6,96.27
398,484,124,3,91.19
399,1333,40,4,77.63
400,2588,158,2,63.51
401,1790,147,6,27.52
402,2624,46,5,64.25
403,3980,72,9,83.97
404,1406,49,8,29.64
405,1460,24,2,96.81
406,1454,119,9,86.52
407,4700,24,3,56.68
408,2643,91,1,50.09
409,2692,22,9,48.8
410,4815,196,1,6.32
411,2292,122,9,98.16
412,2284,176,6,44.88
413,123,188,4,31.38
414,1206,1,2,54.45
415,4604,36,2,9.66
416,3867,67,6,27.47
417,4493,8,5,61.27
418,631,122,6,25.63
419,4654,88,5,94.73
420,664,181,2,65.29
421,2061,197,7,89.28
422,1919,177,2,30.44
423,2796,19,10,46.92
424,3069,4,6,35.79
425,1274,119,9,73.01
426,4917,58,8,92.59
427,4758,194,10,56.86
428,2287,117,10,42.88
429,2496,45,1,17.95
430,3161,70,2,57.2
431,2373,174,7,23.82
432,4734,81,9,65.05
433,1405,35,8,6.17
434,3797,20,5,51.71
435,4402,117,6,17.22
436,3835,127,8,56.13
437,1099,104,8,65.29
438,1749,139,10,51.79
439,1057,36,2,42.85
440,823,129,3,27.31
441,2541,114,10,48.08
442,157,45,8,41.46
443,596,105,1,25.24
444,2361,165,10,68.97
445,72,58,10,63.2
446,1589,25,4,61.96
447,4658,50,8,29.71
448,3541,101,8,73.1
449,2264,49,9,66.58
450,2649,166,1,25.96
451,3150,184,7,83.37
452,4274,165,7,75.33
453,3982,26,1,34.19
454,4590,114,3,10.07
455,2449,195,10,15.34
456,3858,14,7,5.28
457,1810,113,6,98.87
458,2381,129,3,37.65
459,2024,73,5,32.36
460,391,86,2,33.17
461,1020,3,7,8.99
462,952,90,10,31.57
463,3869,99,3,66.1
464,1079,54,7,68.67
465,820,33,4,10.13
466,2212,183,2,35.26
467,1337,38,8,55.14
468,2087,21,1,84.01
469,1305,96,10,62.47
470,415,54,5,33.39
471,2074,131,5,52.17
472,4360,2,2,41.48
473,1133,74,6,90.35
474,4867,71,8,67.79
475,984,72,10,21.62
476,3852,12,5,99.47
477,4085,105,5,16.07
478,4204,116,4,41.75
479,3950,120,4,8.05
480,1740,60,5,64.62
481,1888,100,2,76.47
482,186,157,2,26.67
483,1669,20,8,60.17
484,2209,118,6,9.0
485,2289,66,10,98.02
486,739,117,1,63.59
487,3436,130,6,23.31
488,234,20,2,87.93
489,4983,110,3,73.9
490,3219,103,7,27.19
491,567,67,9,23.87
492,4198,71,6,94.53
493,472,113,6,87.68
494,4071,200,7,72.3
495,2658,131,2,34.62
496,4907,179,6,91.01
497,3126,121,5,85.45
498,3907,171,8,66.97
499,3541,25,5,5.85
500,2453,179,8,35.14
501,45,148,1,67.02
502,651,57,5,95.54
503,2616,84,5,6.31
504,1916,68,10,25.32
505,3994,31,6,64.8
506,110,52,1,70.81
507,3878,64,2,90.14
508,3595,76,7,69.44
509,4746,187,7,97.28
510,4148,1,4,61.17
511,3628,147,2,32.86
512,2791,178,5,62.4
513,2011,195,10,49.14
514,2813,129,9,49.31
515,4506,64,4,37.87
516,3473,183,4,21.45
517,1898,81,7,97.16
518,347,173,7,12.79
519,4547,70,1,80.62
520,3943,172,10,64.69
521,2760,2,1,41.4
522,3497,9,1,65.45
523,4058,82,5,67.25
524,2093,36,10,76.74
525,2983,34,4,63.99
526,2662,54,1,69.92
527,1968,164,3,55.12
528,4558,11,1,76.55
529,635,44,4,70.31
530,3095,188,9,51.92
531,118,11,2,9.3
532,2171,193,4,60.9
533,1978,148,10,49.29
534,2327,116,9,11.24
535,4982,8,3,16.42
536,1455,58,1,83.99
537,41,148,6,80.67
538,1017,128,7,71.79
539,2825,174,1,96.17
540,2820,166,4,56.6
541,4947,47,2,48.42
542,1743,142,10,56.61
543,402,169,8,66.61
544,1595,31,5,82.88
545,253,52,7,35.55
546,993,16,5,25.1
547,871,69,4,5.78
548,4656,54,9,72.12
549,4837,191,1,61.5
550,4923,194,3,5.9
551,3987,103,3,16.74
552,3667,199,6,24.37
553,1910,81,10,63.75
554,3840,40,10,67.8
555,4208,146,6,53.41
556,1936,61,9,29.1
557,427,139,2,60.16
558,3318,91,1,42.41
559,2625,38,4,60.61
560,3423,155,9,24.85
561,378,168,6,67.37
562,488,151,1,90.57
563,307,51,3,8.08
564,639,172,5,66.57
565,3986,26,1,71.33
566,4156,80,3,35.58
567,1942,15,5,95.73
568,2793,109,10,69.7
569,2454,11,1,77.5
570,4036,47,7,23.06
571,3837,62,10,44.8
572,3881,89,2,11.03
573,3207,4,4,16.43
574,4053,138,5,23.48
575,3952,97,2,55.56
576,1776,111,4,99.07
577,1519,116,3,80.84
578,1140,26,9,66.53
579,4924,82,3,23.48
580,3446,7,1,6.47
581,449,31,2,93.17
582,2088,74,8,31.49
583,4223,176,3,75.41
584,788,171,10,17.08
585,2437,188,9,36.3
586,1710,127,8,50.22
587,3077,15,3,5.72
588,1556,11,1,34.01
589,2446,109,3,24.66
590,3854,75,5,5.09
591,2846,34,10,45.36
592,1577,125,4,29.88
593,1317,6,7,54.95
594,709,37,10,21.97
595,2615,23,8,72.37
596,398,121,10,14.69
597,4123,56,5,22.14
598,1713,24,4,79.36
599,218,79,4,86.55
600,4924,184,9,82.3
601,4813,40,5,64.22
602,4248,56,9,67.48
603,2117,39,1,67.59
604,915,15,3,45.29
605,4740,95,1,95.08
606,4326,197,6,45.39
607,4214,71,1,76.87
608,348,95,4,90.65
609,4905,159,6,67.17
610,1884,37,3,17.31
611,2799,149,8,73.33
612,1949,189,10,35.81
613,461,97,3,64.21
614,3188,44,2,92.44
615,4028,176,9,95.6
616,708,163,5,81.42
617,3178,92,1,75.04
618,3999,190,7,90.77
619,4286,32,9,11.37
620,2648,148,7,74.77
621,4182,144,9,27.31
622,2208,136,3,16.98
623,2179,39,6,51.33
624,3672,22,3,67.84
625,2008,107,1,58.83
626,3590,74,1,99.49
627,2233,168,5,13.15
628,4649,157,4,71.0
629,1048,56,6,41.81
630,3985,29,5,47.55
631,1630,200,3,78.77
632,4375,81,5,98.44
633,4663,146,7,76.06
634,4533,2,2,85.64
635,4568,196,3,59.7
636,3971,20,5,23.32
637,1531,9,10,80.99
638,1700,6,6,57.25
639,4249,141,7,72.53
640,4994,142,4,90.84
641,4575,3,5,53.28
642,1586,53,9,92.54
643,3747,135,4,39.92
644,1302,21,5,45.95
645,999,26,8,68.07
646,2255,8,4,84.38
647,3109,140,3,35.85
648,933,173,5,46.12
649,238,64,7,59.85
650,375,123,7,87.99
651,4456,79,10,44.0
652,4812,24,3,58.61
653,2557,70,7,88.29
654,615,150,2,10.54
655,1129,117,7,62.26
656,969,137,6,66.97
657,3394,4,7,7.74
658,25,114,5,61.51
659,2467,128,8,22.36
660,3629,91,10,68.45
661,3168,19,8,38.5
662,425,179,9,28.93
663,176,112,4,22.12
664,2745,114,2,73.23
665,2138,184,5,87.55
666,3334,58,7,10.18
667,2744,166,1,41.45
668,2104,119,3,23.74
669,4266,139,8,18.33
670,4184,76,1,90.18
671,141,32,3,44.12
672,4571,122,5,84.26
673,1289,104,2,79.86
674,3949,31,4,77.58
675,2528,118,5,11.94
676,77,171,4,30.86
677,824,25,10,8.64
678,1589,43,7,87.68
679,4672,85,9,75.06
680,2396,185,9,91.41
681,3652,194,8,57.15
682,4395,89,4,33.62
683,4463,112,6,82.56
684,554,93,8,7.46
685,4544,183,2,71.74
686,1725,15,10,79.98
687,2684,143,4,17.03
688,3648,182,8,78.86
689,3410,18,6,74.01
690,4821,29,4,29.88
691,3549,117,4,32.22
692,1430,92,9,99.78
693,3269,172,5,72.23
694,4577,16,10,29.75
695,4007,165,5,13.36
696,3697,57,7,33.64
697,1722,16,9,14.61
698,3524,141,2,24.64
699,635,61,10,97.87
700,552,100,1,34.55
701,1646,172,10,7.48
702,2786,49,9,81.62
703,898,166,6,6.85
704,2420,27,5,74.37
705,886,36,2,19.26
706,2604,126,4,35.57
707,4922,26,8,12.73
708,2695,24,6,77.54
709,3310,182,9,60.04
710,4249,174,6,32.95
711,1878,66,10,72.97
712,896,172,3,45.99
713,1358,76,10,67.83
714,4386,136,5,49.31
715,1893,154,2,90.86
716,3891,31,4,31.27
717,932,185,10,41.06
718,886,34,8,16.75
719,1201,116,10,47.94
720,3220,191,10,11.47
721,4989,155,3,85.56
722,94,154,4,95.1
723,322,25,8,56.82
724,2440,92,8,79.31
725,2881,59,2,58.08
726,1846,5,3,59.12
727,2951,199,1,34.63
728,3881,38,2,55.98
729,478,148,9,74.65
730,3145,123,6,86.09
731,3487,110,4,97.02
732,4584,125,7,66.82
733,3737,14,7,44.87
734,4313,1,8,23.75
735,2312,44,9,15.85
736,2500,197,2,63.07
737,2196,115,7,16.4
738,1744,2,2,40.33
739,638,167,4,86.25
740,4167,180,7,15.8
741,1824,134,2,38.15
742,15,83,9,64.52
743,2647,136,4,23.31
744,1541,146,3,78.2
745,4473,172,3,12.35
746,1602,128,9,75.62
747,3264,20,6,42.72
748,2591,147,10,35.1
749,1211,27,6,97.4
750,4432,5,10,38.83
751,116,96,2,77.21
752,4229,84,6,73.89
753,2514,126,7,53.59
754,416,21,9,24.27
755,1983,38,8,30.69
756,1573,62,10,44.36
757,4813,108,5,45.26
758,1159,138,4,86.81
759,3920,7,2,90.33
760,4602,146,8,6.13
761,3146,4,2,43.44
762,588,1,6,40.87
763,32,21,2,40.49
764,1737,175,4,37.37
765,433,193,10,75.07
766,4471,156,6,13.58
767,653,177,5,6.75
768,4941,77,8,79.29
769,2534,175,8,26.59
770,1768,25,5,6.84
771,1630,155,2,72.55
772,1211,54,10,50.08
773,922,6,2,6.86
774,406,162,6,97.77
775,4132,72,10,23.85
776,2324,145,6,51.2
777,4516,162,5,41.47
778,3818,14,5,90.38
779,2659,15,10,99.62
780,2767,177,4,34.26
781,3897,187,3,24.96
782,3821,197,5,7.28
783,1532,74,2,79.74
784,288,55,10,33.86
785,2741,188,1,68.21
786,4740,166,6,47.18
787,4005,123,2,56.64
788,3960,36,9,9.65
789,4674,164,2,52.93
790,1959,174,7,67.44
791,4740,191,5,99.59
792,1092,166,3,78.41
793,90,168,8,11.3
794,1421,134,9,65.72
795,4196,45,9,86.6
796,3736,181,6,98.96
797,4095,31,1,64.14
798,1604,80,3,98.12
799,1360,145,10,71.82
800,892,134,10,62.65
801,4806,28,1,8.07
802,978,161,9,51.52
803,3191,92,9,89.7
804,2924,25,1,49.27
805,109,21,2,58.21
806,220,191,2,79.95
807,96,14,9,14.42
808,3303,80,10,18.68
809,4135,73,9,46.04
810,3904,167,5,93.57
811,4902,193,2,59.32
812,3959,84,2,86.53
813,738,166,2,62.93
814,4470,174,2,5.17
815,3913,1,5,92.44
816,4221,184,5,48.35
817,1842,29,4,10.5
818,538,137,4,83.96
819,2926,4,1,67.14
820,1035,175,2,60.3
821,4821,41,4,51.61
822,4560,68,5,95.68
823,2718,128,7,41.89
824,2507,89,4,69.81
825,2335,196,1,66.14
826,2397,99,5,98.73
827,249,89,7,92.35
828,4990,110,10,80.93
829,4953,43,6,28.85
830,4711,140,9,60.83
831,3072,198,10,25.15
832,1468,192,3,85.37
833,731,142,8,89.57
834,1341,130,5,30.26
835,4764,9,8,57.64
836,746,49,1,82.92
837,541,145,8,39.37
838,2150,118,6,82.97
839,2782,114,2,12.83
840,33,115,3,61.51
841,3574,62,8,65.03
842,475,4,10,61.68
843,500,123,1,62.08
844,4844,97,2,37.35
845,4215,63,4,47.91
846,3529,36,1,11.54
847,962,39,4,96.34
848,1651,134,6,87.56
849,4676,122,7,75.53
850,2809,139,4,27.67
851,578,8,3,79.02
852,2406,85,8,11.77
853,4375,75,5,87.8
854,4112,38,4,90.64
855,3303,123,1,90.24
856,1212,84,7,27.73
857,2913,155,9,69.91
858,1420,96,4,67.66
859,2225,23,2,76.86
860,1904,125,2,53.79
861,297,193,9,51.44
862,1264,83,10,57.77
863,4437,18,2,86.2
864,2553,47,1,54.82
865,3766,166,2,35.62
866,4246,135,10,35.51
867,1104,189,2,71.48
868,3772,64,9,99.63
869,1898,56,2,8.88
870,4387,104,9,29.34
871,2583,91,5,51.77
872,2357,11,6,7.26
873,3778,21,6,64.35
874,4513,159,6,60.99
875,1138,101,5,10.88
876,4837,40,10,64.7
877,2980,121,7,87.58
878,2046,52,7,51.16
879,124,193,4,41.25
880,3130,178,1,90.5
881,3443,157,9,92.05
882,337,31,5,78.06
883,4658,100,3,40.21
884,2282,8,4,43.77
885,2429,168,10,93.21
886,808,135,2,82.48
887,2360,198,4,7.5
888,4776,27,3,56.8
889,1299,175,8,31.58
890,839,9,1,72.79
891,4573,100,9,14.78
892,4517,178,10,40.05
893,2186,90,8,26.78
894,2382,171,5,38.24
895,3732,101,9,25.97
896,448,47,1,33.45
897,2483,19,3,83.6
898,4494,81,2,34.5
899,800,4,3,52.37
900,2428,80,3,62.78
901,3211,142,9,51.71
902,794,9,5,69.53
903,3133,117,7,77.01
904,3656,155,7,16.48
905,729,45,7,84.03
906,2073,174,9,21.17
907,3007,40,8,20.03
908,2208,150,2,72.17
909,3824,11,9,9.26
910,4289,90,8,56.25
911,4869,54,4,43.08
912,2463,53,8,30.35
913,4089,65,2,21.41
914,696,124,5,83.54
915,2841,134,8,32.08
916,1118,147,9,47.42
917,3419,156,7,18.51
918,531,172,1,23.0
919,4283,25,2,44.31
920,3751,189,3,97.94
921,1615,16,2,93.11
922,2745,94,8,36.35
923,1366,194,2,43.74
924,4095,181,5,92.23
925,1100,30,3,36.21
926,624,98,2,6.89
927,4428,68,5,60.06
928,2833,159,9,58.71
929,464,150,2,5.67
930,2452,161,1,14.86
931,1748,73,7,44.53
932,2568,26,5,37.38
933,2133,47,7,21.63
934,3353,54,8,14.08
935,4597,75,3,34.54
936,457,171,4,72.16
937,1005,190,4,8.56
938,2876,144,8,28.5
939,2910,52,6,39.53
940,3142,8,10,95.11
941,2422,58,1,43.84
942,217,69,6,86.02
943,2383,1,9,37.31
944,4369,190,6,74.13
945,2045,168,3,90.15
946,1812,200,6,24.84
947,2458,173,5,45.33
948,3725,1,2,60.45
949,1959,66,2,75.51
950,4120,158,1,51.15
951,66,38,2,29.46
952,4348,114,6,42.61
953,4165,172,1,77.01
954,190,112,9,74.52
955,4201,79,5,28.18
956,2793,131,6,67.72
957,1114,93,2,91.15
958,5000,1,10,93.11
959,4518,165,10,90.26
960,2043,72,8,75.27
961,419,60,7,81.28
962,4066,10,1,29.34
963,396,198,9,93.46
964,3194,140,4,12.12
965,562,91,4,98.27
966,569,162,7,10.52
967,1186,13,6,98.51
968,793,182,10,50.69
969,720,47,2,91.88
970,4715,158,5,96.26
971,1752,144,4,39.76
972,4604,13,6,35.93
973,105,80,3,91.41
974,1660,93,3,24.65
975,4576,161,1,15.09
976,3215,4,6,74.85
977,4819,187,9,89.09
978,3480,162,5,80.79
979,1028,92,6,6.5
980,1694,163,6,76.32
981,582,181,10,47.71
982,1110,56,4,93.98
983,2987,22,1,7.41
984,1993,81,5,75.55
985,4401,135,6,85.78
986,1345,79,9,26.49
987,678,36,9,82.66
988,698,101,9,39.76
989,1584,71,4,95.84
990,4992,24,1,46.83
991,3147,6,6,67.48
992,2023,22,10,27.7
993,4773,11,6,64.24
994,3426,189,9,82.47
995,1893,193,4,63.97
996,1589,167,5,38.98
997,1122,127,6,52.27
998,4361,158,1,24.37
999,671,191,10,85.97
1000,1925,111,1,10.97
1001,2020,180,3,46.39
1002,843,169,5,30.65
1003,553,144,3,98.11
1004,3690,33,8,32.63
1005,4625,43,9,81.96
1006,3250,103,2,6.81
1007,3076,107,7,13.01
1008,2594,197,3,74.2
1009,1609,22,6,76.92
1010,733,180,2,16.53
1011,3081,13,5,26.63
1012,2183,68,6,82.96
1013,903,189,9,11.77
1014,2020,16,4,12.37
1015,2842,136,7,93.01
1016,2441,88,7,84.56
1017,4733,57,5,59.73
1018,188,198,2,60.02
1019,3735,156,8,90.33
1020,4757,176,7,46.34
1021,347,91,6,92.85
1022,3432,103,3,18.85
1023,1681,102,10,53.95
1024,214,167,7,48.76
1025,4358,167,7,36.92
1026,1367,1,1,17.21
1027,1487,97,3,35.92
1028,603,46,2,28.02
1029,1607,185,6,61.11
1030,4541,113,9,98.15
1031,1192,155,1,45.36
1032,3847,136,3,42.32
1033,1342,11,2,80.03
1034,4316,5,7,81.92
1035,1310,3,5,23.33
1036,2419,169,10,17.21
1037,271,82,10,94.17
1038,2827,116,10,28.24
1039,2105,186,8,29.29
1040,1812,91,5,10.91
1041,3175,49,10,99.18
1042,615,119,8,17.27
1043,1856,160,1,64.35
1044,791,26,5,38.68
1045,597,171,2,12.59
1046,4439,112,2,19.7
1047,139,63,4,34.55
1048,4793,96,10,26.81
1049,2133,170,10,61.68
1050,1574,50,1,54.19
1051,4039,16,8,8.84
1052,2223,150,10,72.82
1053,2215,99,6,58.3
1054,4753,134,1,91.15
1055,4627,111,7,7.04
1056,1009,163,3,23.35
1057,2523,145,5,65.2
1058,3986,74,6,13.44
1059,1433,192,9,20.16
1060,2536,57,8,29.07
1061,4524,28,8,92.12
1062,4525,156,10,82.85
1063,4042,162,4,57.25
1064,4444,88,8,33.39
1065,2708,86,4,37.24
1066,2188,128,2,53.2
1067,2924,44,4,32.34
1068,2674,192,7,76.06
1069,4192,13,4,22.9
1070,1669,29,5,88.09
1071,569,167,10,15.49
1072,4717,93,10,9.07
1073,1853,20,1,84.03
1074,720,89,5,14.83
1075,1272,174,4,53.02
1076,3436,95,6,65.26
1077,1559,44,9,69.27
1078,4207,166,10,63.98
1079,1009,164,5,40.98
1080,4586,105,4,63.27
1081,537,163,4,23.96
1082,2195,97,6,89.23
1083,2132,75,9,33.33
